20	20	966.txt	"done for all 20 subjects to obtain, per"
20	20	962.txt	place by using 20 subjects in comparison with
20	20	944.txt	"first dataset comprises 20 healthy subjects (aged 20-22 years),"
20	20	871.txt	taken from the 20 subjects was conducted. The
20	20	871.txt	score of the 20 subjects for the two
20	20	856.txt	EEG data from 20 PD patients and 20 HC
20	20	777.txt	sleep recordings of 20 subjects and has been
20	20	777.txt	PSG recordings of 20 subjects [6]. It includes
20	20	777.txt	EMG recordings from 20 subjects and obtained about
20	20	749.txt	we conducted on 20 naive subjects playing the BrainArena
20	20	749.txt	was evaluated on 20 subjects in a first
20	20	749.txt	first evaluation on 20 naive subjects compared the single-user
20	20	740.txt	pilot study with 20 participants was conducted. Each
20	20	715.txt	were fitted to 20 volunteer subjects on each of
20	20	692.txt	EEG data from 20 users while they are
20	20	68.txt	was limited to 20 people for the cognitive
20	20	670.txt	were obtained from 20 PD patients and 20 healthy
20	20	662.txt	were tested on 20 T1D patients and the accuracy
20	20	626.txt	and affects approximately 20 million people per year. Five
20	20	591.txt	of 8 or 20 subjects in their experiments
20	20	588.txt	best 2 of 20 subjects went on to
20	20	57.txt	EEG signals of 20 schizophrenic patients and 20 age-matched
20	20	54.txt	"were attended by 20 people (NRNU MEPhI students,"
20	20	519.txt	tests for the 20 engineering students  Student 1 2
20	20	519.txt	learning style in 20 engineering students  22  Felisa M.
20	20	519.txt	Learning Styles for 20 students according Kolb’s classification
20	20	517.txt	used corresponds to 20 students from different levels
20	20	517.txt	the EEG of 20 students while solving an
20	20	480.txt	user experiences of 20 participants (10 men and
20	20	480.txt	tracking together while 20 volunteer participants experience the webpages
20	20	450.txt	EEG data of 20 real students collected in the
20	20	400.txt	control group of 20 subjects who will complete
20	20	382.txt	Symbiosis applications involving 20 MCI patients (ages 58-70) was
20	20	324.txt	the sample of 20 participants may be small
20	20	300.txt	brain activity of 20 subjects was recorded with
20	20	292.txt	a subset of 20 participants (13 experts and
20	20	273.txt	"Participants  We recruited 20 participants (9 female, 11"
20	20	220.txt	different labels and 20 subjects are selected with
20	20	220.txt	by randomly select 20 subjects from eegmmidb. In
20	20	219.txt	experiments the first 20 subjects and the first
20	20	219.txt	a dataset with 20 subjects who imagined 30
20	20	207.txt	were collected from 20 PD patients and 30 age-matched
20	20	207.txt	a sample of 20 PD patients (10 men and
20	20	201.txt	EEG samples from 20 subjects are randomly split
20	20	201.txt	000 samples from 20 subjects and 5 classes)
20	20	201.txt	"EEG samples from 20 subjects (28,000 samples each"
20	20	192.txt	corresponds to the 20 participants took part in
20	20	170.txt	intervention group of 20 patients with MCI who
20	20	156.txt	oddball task on 20 subjects gave average classification
20	20	1407.txt	16 of the 20 participants did not meet
20	20	1385.txt	a study involving 20 participants who watched nine
20	20	1364.txt	from up to 20 people simultaneously. Details of
20	20	1361.txt	from 14 of 20 subjects a–g.  Area Under
20	20	1352.txt	VEP signals from 20 subjects [11]. The subjects
20	20	1346.txt	were collected from 20 subjects from a real-life
20	20	1346.txt	we divided the 20 subjects into two groups
20	20	1346.txt	results of the 20 subjects using the optimized
20	20	1346.txt	pairs from the 20 subjects are plotted in
20	20	1346.txt	models using the 20 subjects in the real-life
20	20	1346.txt	channels for the 20 subjects were used to
20	20	1346.txt	18 out of 20 subjects (nine males and
20	20	1334.txt	field trial with 20 users including seven couples
20	20	1318.txt	into account all 20 participants recruited in the
20	20	1318.txt	"13 out of 20 participants (65%), would achieve"
20	20	1316.txt	VEP signals from 20 subjects [13]. The subjects
20	20	1301.txt	were acquired from 20 PD patients (10 with FOG)
20	20	1279.txt	was performed on 20 new subjects between 21 and
20	20	1279.txt	averaged over all 20 subjects for the four
20	20	1279.txt	EegAdaptive sessions of 20 subjects in descending order.
20	20	1267.txt	Author Manuscript  from 20 subjects diagnosed with ASD
20	20	1226.txt	sleep study with 20 volunteers is illustrated. HealthGear
20	20	1198.txt	4 Components  For 20 subjects and for total
20	20	1196.txt	has more than 20 students it can also
20	20	118.txt	different days for 20 people (each row is
20	20	117.txt	EEG activity in 20 people in 10 separate
20	20	1159.txt	"were a fromLogitech 20 participants (50% female, 50%"
20	20	1159.txt	"collectedby data from 20 participants (50% female, 50%"
20	20	1131.txt	brain activity of 20 subjects was recorded with
20	20	1117.txt	out of the 20 participants in the EG
20	20	1117.txt	out of the 20 participants in the EG
20	20	1117.txt	out of the 20 participants in the CG
20	20	1080.txt	The sample has 20 participants with experience up
20	20	1079.txt	The sample has 20 participants with experience in
20	20	1064.txt	of questionnaires for 20 subjects at the 9
20	20	1062.txt	of the possible 20 participants because of administrative
20	20	1062.txt	aimed to approach 20 eligible participants over 2 months.
20	20	1045.txt	seven out of 20 participants reported being distracted
20	20	1042.txt	we conducted on 20 naive subjects playing the BrainArena
20	20	1042.txt	was evaluated on 20 subjects in a first
20	20	1042.txt	first evaluation on 20 naive subjects compared the single-user
20	20	1024.txt	wearable device for 20 healthy subjects including 70% male
20	20	1016.txt	Pregnancy  We included 20 healthy subjects (mean age ±
20	20	1013.txt	were recorded from 20 PD patients and 20 healthy
20	20	1012.txt	"A survey of 20 users of the game,"
19	nineteen	1110.txt	night recordings from nineteen subjects (ten males and
19	19	966.txt	chance level in 19 subjects for swLDA and
19	19	944.txt	optimisation with the 19 subjects that form the
19	19	944.txt	of the remaining 19 subjects for training and
19	19	808.txt	and an estimated 19 million people will be over
19	19	794.txt	Classification accuracy of 19 subjects who participated in
19	19	76.txt	results obtained with 19 volunteers are given in
19	19	76.txt	carried out on 19 volunteers to validate developed
19	19	76.txt	carried out on 19 volunteers to validate developed
19	19	76.txt	Results Experiments with 19 volunteers have been carried
19	19	733.txt	rate on the 19 subjects from 67% up
19	19	694.txt	"subjects involved are 19 students (13 male, 6"
19	19	616.txt	sample size of 19 participants and a very
19	19	605.txt	of the experiment  19 Participants Fifty-three BYU undergraduates
19	19	58.txt	data for the 19 subjects are given into
19	19	58.txt	a sum of 19 subjects (7 males and
19	19	428.txt	the vaccination at 19 patients from this group
19	19	289.txt	compiled from the 19 subjects were closed-answer questions
19	19	289.txt	E  Considering the 19 subjects (13 male and
19	19	170.txt	analysis indicated that 19 participants per group would
19	19	1402.txt	collected data from 19 healthy participants between the ages
19	19	1366.txt	4883 12 of 19 subjects in the MRM
19	19	1356.txt	"2018  Robotic Arm  19 healthy subjects  Active movements  [37],"
19	19	1135.txt	A total of 19 subjects were used in
18	eighteen	259.txt	could show that eighteen subjects were able to
18	Eighteen	973.txt	Evaluation Scenarios  169  Eighteen participants (ages 22–28) were
18	18	862.txt	commonly observed over 18 subjects (LFI = 0.7).
18	18	76.txt	was tested on 18 subjects and compared with
18	18	721.txt	done on the 18 subjects (9 women and
18	18	721.txt	been collected from 18 healthy subjects while viewing consecutive
18	18	663.txt	rate sensors on 18 healthy people during exercise. In
18	18	421.txt	two of the 18 participants completing 10 or
18	18	415.txt	Male There are 18 male subjects involved. The results
18	18	357.txt	REM dreams and 18 participants described realisations after
18	18	351.txt	EEG signals for 18 subjects and sustained visual
18	18	273.txt	"Participants  We recruited 18 participants (7 females, 11"
18	18	263.txt	only generated by 18 participants with only 12
18	18	232.txt	a study with 18 users to compare ad
18	18	230.txt	a subset of 18 subjects conform to the
18	18	1396.txt	the data of 18 participants whose EEG data
18	18	1378.txt	"the data from 18 subjects have been rejected,"
18	18	1374.txt	User 17 User 18 User 19 User 20
18	18	1374.txt	User 17 User 18 User 19 User 20
18	18	1366.txt	4883 4 of 18 subjects need to judge
18	18	1357.txt	times for all 18 subjects to to congruent
18	18	1357.txt	times for all 18 subjects Figure 4. Box-and-whisker
18	18	1357.txt	stress responses in 18 subjects while recording scalp
18	18	1357.txt	of classifierofaccuracies all 18 subjects forsubjects a chance
18	18	1357.txt	for 13 of 18 subjects in the individual
18	18	1357.txt	for 11 of 18 subjects in the fused
18	18	1357.txt	distributions of allall 1818 subjects areare summarized for
18	18	1357.txt	classification accuracies across 18 subjects the logistic regression
18	18	1357.txt	averaged across allsubjects 18 subjects for(A) the: Values
18	18	1357.txt	averaged across all 18 subjects for the: (A)
18	18	1357.txt	averaged across all 18 subjects for the logistic
18	18	1357.txt	averaged across all 18 subjects for the logistic
18	18	1357.txt	"accuracies across all 18 subjects for classifiers (blue),"
18	18	1333.txt	for the remaining 18 participants was 0.306 (SD
18	18	1333.txt	adult sample contained 18 participants between 54 and
18	18	1325.txt	"EEG signals from 18 participants were further analyzed,"
18	18	1301.txt	data from all 18 subjects into one pool
18	18	1142.txt	each of the 18 subjects in the three
18	18	1138.txt	averaged over all 18 participants about changes in
18	18	1108.txt	15 out of 18 subjects for all target
18	18	1079.txt	analysis of the 18 participants we found a
18	18	1079.txt	analysis of the 18 participants we found a
18	18	1072.txt	This study involved 18 participants and consisted of
18	18	1047.txt	achieved for the 18 participants who completed the
18	18	1031.txt	EOG data from 18 subjects while they watched
18	18	1025.txt	were recorded for 18 healthy subjects during the application
17	seventeen	939.txt	an experiment where seventeen subjects were exposed to
17	seventeen	587.txt	is evaluated for seventeen patients for nine different
17	Seventeen	24.txt	"and Experimental data Seventeen University students (mean age: 20.58,"
17	17	831.txt	4 out of 17 participants did not succeed
17	17	809.txt	of researchers took 17 female participants out for a
17	17	606.txt	each of the 17 participants attended a 20minute
17	17	44.txt	physiological signals of 17 participants recorded while they
17	17	34.txt	"of TPR for 17 patients out of 23,"
17	17	24.txt	brain signals of 17 subjects were measured with
17	17	196.txt	4 out of 17 participants did not succeed
17	17	192.txt	corresponds to the 17 participants that took part
17	17	1377.txt	Subject 16 Subject 17 Subject 18 Subject 19
17	17	1375.txt	EEG signals of 17 subjects participating in the
17	17	1375.txt	EEG signals from 17 people in three different
17	17	1375.txt	EEG device from 17 subjects in three mental
17	17	1307.txt	spectral profiles of 17 subjects across all stimulus
17	17	1307.txt	spectral profiles of 17 subjects across all conditions
17	17	1307.txt	O2 channels across 17 subjects under different walking
17	17	1307.txt	O2 channels across 17 subjects in response to
17	17	1277.txt	the already mentioned 17 participants of various ages
17	17	1166.txt	s usability had 17 participants rotate cubes to
17	17	1128.txt	"Cerebral palsy affects 17 million people worldwide, a large"
17	17	1072.txt	a study with 17 participants aiming to measure
17	17	1025.txt	signals acquired from 17 healthy subjects while holding a
16	sixteen	665.txt	thirteen of the sixteen participants provided comfort ratings
16	sixteen	39.txt	refer to the sixteen subjects as S1 to
16	sixteen	1139.txt	were recorded from sixteen participants (n = 16):
16	sixteen	1101.txt	results obtained with sixteen participants should be highlighted
16	sixteen	1101.txt	responses given by sixteen participants after viewing IAPS
16	sixteen	1101.txt	for the specific sixteen participants that have taken
16	sixteen	1101.txt	are shown to sixteen participants wearing the headset.
16	sixteen	1101.txt	"to the specific sixteen participants of this study,"
16	16	944.txt	data consists of 16 subjects (aged 30-75 years)
16	16	915.txt	carried out using 16 subjects from the dataset:
16	16	894.txt	"1 to over 16 000 subjects (mean  =  223; median  =  13), producing"
16	16	875.txt	thus came from 16 participants (Mage = 10.3
16	16	875.txt	six of the 16 participants (38% detection rate;
16	16	871.txt	signal data of 16 participants were used for
16	16	794.txt	auditory stimulus for 16 healthy subjects to spell different
16	16	777.txt	second epochs from 16 subjects were used to
16	16	71.txt	EEG machine with 16 volunteers on the old
16	16	606.txt	another group of 16 volunteers in an anechoic
16	16	589.txt	there were over 16 million people in 2005 (3.2%
16	16	588.txt	there were over 16 million people in 2005 (3.2%
16	16	434.txt	"thus came from 16 participants (mean age =10.3,"
16	16	434.txt	"4 of the 16 participants (25% detection rate,"
16	16	420.txt	between 7 and 16 because participants were allowed to
16	16	418.txt	were collected from 16 participants during the training
16	16	418.txt	"collected from the 16 ESR participants (9 men, mean"
16	16	39.txt	were recorded for 16 healthy subjects while imagining 56
16	16	39.txt	is collected from 16 healthy subjects while imagining objects
16	16	39.txt	computed across the 16 subjects is equal to
16	16	39.txt	computed across the 16 subjects is equal to
16	16	39.txt	computed across the 16 subjects is equal to
16	16	39.txt	computed across the 16 subjects is equal to
16	16	39.txt	Scores over the 16 subjects and report these
16	16	39.txt	EEG dataset for 16 healthy subjects while imagining objects
16	16	337.txt	Only the remaining 16 participants are included in
16	16	285.txt	Experimental results from 16 participants collected in the
16	16	285.txt	Experimental results from 16 healthy subjects show that the
16	16	273.txt	Participants  We invited 16 participants for our user
16	16	1411.txt	a pool of 16 participants was a reasonable
16	16	1348.txt	"A total of 16 subjects (male: 13, female:"
16	16	1286.txt	for the latter 16 participants (8 nature) while
16	16	1286.txt	for the first 16 participants (8 nature). Paired
16	16	1286.txt	exposure for the 16 participants whose EEGs were
16	16	1252.txt	been acquired from 16 healthy subjects using three EEG
16	16	1216.txt	between 7 and 16 because participants were allowed to
16	16	1215.txt	activity Fourteen and 16 participants completed both sessions
16	16	1120.txt	The dataset included 16 subjects and used a
16	16	1080.txt	based on the 16 experienced participants Significant main effects
16	16	1040.txt	is captured from 16 subjects (8 male and
16	16	1040.txt	EEG data of 16 subjects and three emotions
15	fifteen	789.txt	engagement index of fifteen participants using EEG signals.
15	fifteen	249.txt	average of the fifteen volunteers over time for
15	fifteen	242.txt	Subjects We recruited fifteen volunteers for this study.
15	fifteen	171.txt	thirty experiments of fifteen subjects are shown in
15	fifteen	171.txt	EEG data from fifteen subjects and each subject
15	fifteen	1318.txt	twelve out of fifteen participants upregulating it by
15	fifteen	1318.txt	six out of fifteen participants who could walk
15	fifteen	1318.txt	six out of fifteen participants had a caregiver
15	fifteen	1318.txt	out of the fifteen participants significantly modulated at
15	fifteen	1318.txt	out of the fifteen participants reported at some
15	fifteen	1318.txt	fourteen out of fifteen participants were able to
15	fifteen	1318.txt	Twelve out of fifteen participants selectively modulated frequency
15	fifteen	1318.txt	Twelve out of fifteen participants achieved a statistically
15	fifteen	1318.txt	Nine out of fifteen participants significantly increased their
15	fifteen	1138.txt	nine out of fifteen participants achieved a significant
15	fifteen	1138.txt	collected from all fifteen participants (participants could not
15	fifteen	1138.txt	Twelve out of fifteen participants increased on average
15	fifteen	1138.txt	Twelve out of fifteen participants achieved statistically significant
15	fifteen	1138.txt	Ten out of fifteen participants significantly upregulated their
15	fifteen	1138.txt	Study Out of fifteen participants who took part
15	fifteen	1138.txt	BCI The remaining fifteen participants and caregivers were
15	Fifteen	322.txt	observations used observed Fifteen volunteers (five females and
15	15	944.txt	from the remaining 15 subjects for training. The
15	15	944.txt	a dataset comprising 15 subjects (aged 29.2 ±
15	15	941.txt	9 out of 15 participants admitted writing passwords
15	15	876.txt	"The SEED database  15 subjects (7 male, 8"
15	15	876.txt	"The SEED Database  15 subjects (7 male, 8"
15	15	875.txt	thus came from 15 participants (age range: 6–12
15	15	875.txt	in three of 15 participants (20% detection rate).
15	15	875.txt	in four of 15 participants (27% detection rate).
15	15	777.txt	epochs across all 15 test subjects are misclassified by
15	15	681.txt	62 channels from 15 subjects (7 men of
15	15	652.txt	were recorded from 15 subjects who underwent an
15	15	652.txt	blocks of the 15 subjects except for 2
15	15	652.txt	a group of 15 subjects who performed for
15	15	652.txt	a group of 15 subjects who performed a
15	15	476.txt	of data from 15 participants with each repetition
15	15	434.txt	thus came from 15 participants (age range: 6
15	15	434.txt	2 of the 15 participants (13% detection rate).
15	15	428.txt	of Rheumatology and 15 patients as out-patients. All
15	15	418.txt	research network involving 15 PhD students (early stage researchers
15	15	408.txt	and 10 to 15 subjects are typically needed
15	15	31.txt	movement signals from 15 subjects ((7 males and
15	15	262.txt	NeuroScan device from 15 subjects while they were
15	15	249.txt	waves from the 15 volunteers at different temperatures
15	15	249.txt	waves from the 15 volunteers at different temperatures
15	15	249.txt	waves from the 15 volunteers at different temperatures
15	15	249.txt	waves from the 15 volunteers at different temperatures
15	15	249.txt	neck of the 15 volunteers for the four
15	15	246.txt	channel data from 15 participants (7 male and
15	15	235.txt	road trials with 15 subjects in a real-life
15	15	235.txt	activity spectrum of 15 subjects during normal/base driving
15	15	235.txt	activity spectrum of 15 subjects during normal/base driving
15	15	22.txt	the experiments with 15 subjects for multiple sessions
15	15	22.txt	"a database of 15 subjects was reported. However,"
15	15	171.txt	are recorded from 15 subjects while they are
15	15	17.txt	A group of 15 users (male) were selected
15	15	1422.txt	collaborating with over 15 people from different  1.
15	15	1388.txt	collected from the 15 participants to derive features.
15	15	1388.txt	8 out of 15 users (user independent). (3)
15	15	1374.txt	User User149 User 15 User 10 Average User
15	15	1361.txt	10 10  15 15 Id Subject Subject Id  20
15	15	1361.txt	10 10  15  15 Subject Id Subject Id
15	15	1352.txt	result for the 15 users is shown in
15	15	1347.txt	the BR of 15 participants (who took part
15	15	1347.txt	of BR of 15 participants as shown in
15	15	1347.txt	"A group of 15 subjects (male: 12, female:"
15	15	1345.txt	SE of the 15 subjects before and after
15	15	1345.txt	A total of 15 subjects participated in the
15	15	1334.txt	only data from 15 participants were used for
15	15	1334.txt	data collected from 15 participants using the NeuroSky
15	15	1334.txt	8 of the 15 participants using our independent
15	15	1316.txt	EEG signals of 15 users and 30 imposters
15	15	1301.txt	was collected from 15 subjects with a low-density
15	15	1178.txt	"of at least 15 participants in each level,"
15	15	1138.txt	8 out of 15 participants achieved a clinically
15	15	1098.txt	our method with 15 users who did not
15	15	1054.txt	raw signals of 15 subjects each from every
15	15	1041.txt	MDD patients and 15 normal subjects were induced by
15	15	1033.txt	mean temperature of 15 volunteers at different conditions
15	15	1023.txt	EEG signals of 15 subjects were recorded while
14	fourteen	56.txt	were recorded for fourteen participants (seven TDC and
14	fourteen	357.txt	hundred dreams of fourteen people who underwent a
14	Fourteen	56.txt	of data collection  Fourteen participants (seven IDD and
14	14	940.txt	Out of the 14 subjects who answered ‘Yes’
14	14	842.txt	LPP  Data from 14 participants were rejected due
14	14	777.txt	test results involving 14 subjects showed an overall
14	14	777.txt	test database including 14 subjects they achieved sensitivity
14	14	777.txt	database comprising of 14 subjects and using leaveone-out
14	14	733.txt	better results for 14 subjects out of 19.
14	14	63.txt	10 of the 14 subjects after application of
14	14	56.txt	were recorded for 14 participants (7 IDD and
14	14	456.txt	An experiment with 14 users demonstrated that concomitant
14	14	387.txt	and the remaining 14 subjects as Convergers. Two
14	14	383.txt	Classification Method  Figure 14 The User Interface Application of
14	14	319.txt	motor imagery in 14 healthy subjects (56). In a
14	14	217.txt	a total of 14 subjects involved in this
14	14	214.txt	epochs from the 14 subjects are shown in
14	14	214.txt	epochs for all 14 subjects in the VEP
14	14	214.txt	Complete data from 14 subjects were recorded and
14	14	213.txt	epochs from the 14 subjects are shown in
14	14	213.txt	algorithms across the 14 subjects and three EEG
14	14	213.txt	BCI experiment with 14 subjects and three different
14	14	150.txt	prototype we chose 14 participants to take part
14	14	1388.txt	with data from 14 participants and evaluated the
14	14	1374.txt	User 13 User 14 User 15 User 16
14	14	1374.txt	User 13 User 14 User 15 User 16
14	14	1356.txt	lower limb exoskeleton  14 healthy subjects  Motor imagery  Rest/left
14	14	1334.txt	with data from 14 participants and evaluated the
14	14	1334.txt	Participants  We recruited 14 participants for the study
14	14	1324.txt	two of the 14 participant data that did
14	14	1324.txt	Methods  All of 14 participants were the Slovak
14	14	1310.txt	showed 11 of 14 participants significantly improved their
14	14	1295.txt	"was performed on 14 healthy subjects (12 males, 2"
14	14	1265.txt	collected for all 14 participants and the results
14	14	1241.txt	"data acquisition with 14 participants involved, and their"
14	14	122.txt	model across the 14 participants was equal to
14	14	1112.txt	2 out of 14 participants (one female and
13	thirteen	299.txt	two systems while thirteen subjects underwent a visual
13	thirteen	209.txt	movement of the thirteen subjects using the specified
13	thirteen	209.txt	good performance for thirteen subjects so that it
13	thirteen	1006.txt	user study with thirteen participants showed that the
13	Thirteen	209.txt	Comput El Control  Thirteen subjects performed real right/left
13	13	935.txt	been presented for 13 subjects involving in visual
13	13	794.txt	the performance of 13 participants when they use
13	13	57.txt	from myopathy and 13 subjects suffering from neurogenic
13	13	493.txt	were collected from 13 participants (approximately 416 observations
13	13	486.txt	sample consisted of 13 male volunteers (seven experimental and
13	13	43.txt	multimodal data from 13 participants (6 females and
13	13	337.txt	only the remaining 13 participants are included in
13	13	289.txt	experimentation originally involved 13 volunteers male academic students
13	13	237.txt	an experiment where 13 participants were stimulated by
13	13	235.txt	electrode headset with 13 subjects in the main
13	13	225.txt	second iteration another 13 healthy subjects (7 male and
13	13	22.txt	collected data from 13 healthy subjects using the NeuroSky
13	13	214.txt	from the other 13 subjects to build an
13	13	213.txt	all the other 13 subjects with the same
13	13	213.txt	Labeled samples from 13 auxiliary subjects  Build 13 base
13	13	209.txt	movement classification of 13 subjects and the experiments
13	13	209.txt	classification rates of 13 subject  (a)  (b)  (c)
13	13	1378.txt	specific attention in 13 subjects was analyzed using
13	13	1377.txt	Subject 12 Subject 13 Subject 14 Subject 15
13	13	1364.txt	from 12 and 13 people on a single
13	13	1356.txt	2016  Arm exoskeleton  13 healthy subjects  Motor imagery  Reach
13	13	1291.txt	second iteration another 13 healthy subjects (7 male and
13	13	1291.txt	second group of 13 healthy subjects (7 male and
13	13	1249.txt	Experimental results on 13 subjects are presented in
13	13	1215.txt	12 out of 13 participants in the eyes-open
13	13	1159.txt	we used only 13 participants for whom both
13	13	1159.txt	we used only 13 participants for whom both
13	13	1135.txt	A total of 13 subjects were investigated. Features
13	13	113.txt	a total of 13 participants (deaf or hearing
13	13	1123.txt	afternoon sessions with 13 students attending in the
12	twelve	809.txt	that would take twelve people (individually) through three
12	twelve	740.txt	"was conducted with twelve participants per session, and"
12	twelve	47.txt	and temperature of twelve healthy participants performing mental tasks
12	twelve	273.txt	ten of our twelve participants had difficulties to
12	twelve	273.txt	obtained data from twelve participants to estimate the
12	twelve	273.txt	a total of twelve participants were observed between
12	twelve	273.txt	Results  We recruited twelve participants over our university
12	twelve	241.txt	user data on twelve subjects for two real-world
12	twelve	236.txt	user data on twelve subjects and show how
12	twelve	150.txt	taken by the twelve participants when they were
12	twelve	150.txt	taken by the twelve participants when asked to
12	twelve	150.txt	taken by the twelve participants when asked to
12	twelve	150.txt	Eight of the twelve participants navigated to page
12	twelve	1334.txt	two out of twelve participants stated that they
12	twelve	1334.txt	between eight and twelve participants for a focus
12	twelve	1318.txt	eight out of twelve participants whose pain was
12	twelve	1138.txt	out of the twelve participants who achieved a
12	twelve	1051.txt	"affective states of twelve male participants detected via fNIRS,"
12	twelve	1050.txt	user data on twelve subjects for two real-world
12	twelve	1050.txt	that having only twelve subjects limited our capability
12	Twelve	606.txt	1  Method  Participants  Twelve violin students from the Royal
12	12	885.txt	is shown that 12 subjects participated in IADS
12	12	882.txt	one out of 12 participants detected an obstacle
12	12	777.txt	was tested on 12 subjects with 6043 spindles.
12	12	695.txt	is shown that 12 subjects participated in IADS
12	12	643.txt	EMG signals of 12 healthy subjects under the MI-BCI
12	12	629.txt	the study with 12 participants per session and
12	12	6.txt	EEG database of 12 subjects with diﬀerent feature
12	12	566.txt	sensors among the 12 subjects but in more
12	12	546.txt	a group of 12 subjects go through the
12	12	532.txt	was performed with 12 participants that were required
12	12	513.txt	we randomly selected 12 subjects (6 males and
12	12	482.txt	sample consisted of 12 university students (7 experimental and
12	12	469.txt	day dataset of 12 subjects when they performed
12	12	469.txt	EEG dataset of 12 subjects when participated in
12	12	383.txt	81 2 Figure 12 The User Interface of The
12	12	34.txt	see that for 12 patients we have same
12	12	273.txt	One of our 12 participants who finished the
12	12	262.txt	dataset consists of 12 subjects using a 14-channel
12	12	159.txt	A study involving 12 users to examine if
12	12	150.txt	and evaluated with 12 participants who were trained
12	12	150.txt	8 of the 12 participants sucsessfully navigated from
12	12	150.txt	8 of the 12 participants navigated to page
12	12	1401.txt	PEER 9 of 12 the user interacted with theREVIEW
12	12	1378.txt	were collected from 12 subjects and features were
12	12	1366.txt	scores for the 12 subjects at the 7
12	12	1366.txt	A total of 12 healthy subjects (10 males and
12	12	1359.txt	a sample of 12 subjects with “not-too-long” hairs
12	12	1301.txt	was investigated in 12 healthy subjects using 128 active
12	12	1301.txt	two groups of 12 students and their teacher
12	12	1299.txt	Three of the 12 participants are discarded due
12	12	1291.txt	first group of 12 healthy subjects (7 males and
12	12	1277.txt	small sample of 12 participants in order to
12	12	1259.txt	A total of 12 patients (29%) were classified
12	12	1226.txt	conducted in which 12 participants used the system
12	12	1217.txt	Topographic plots of 12 subjects for relaxation phase.
12	12	1213.txt	8 out of 12 subjects reached accuracies above
12	12	1213.txt	5 out of 12 subjects having a CPM
12	12	1213.txt	5 out of 12 subjects could not communicate
12	12	1213.txt	1 out of 12 subjects the BCI did
12	12	1213.txt	1 out of 12 subjects had an accuracy
12	12	1166.txt	scores to the 12 people who did not
12	12	1157.txt	was conducted for 12 different subjects who have no
12	12	1112.txt	messages information from 12 participants in one week.
12	12	1108.txt	when more than 12 subjects show significant Ti→
12	12	1085.txt	3 blocks of 12 participants and 1 block
12	12	1072.txt	This study involves 12 subjects with ADHD aged
12	12	107.txt	there were only 12 patients appropriate classified. In
12	12	1069.txt	following tests involved 12 subjects with a basic
12	12	1044.txt	the classroom with 12 students wearing the EMOTIV
12	12	1044.txt	a group of 12 students simultaneously as they
12	12	1044.txt	"was recorded from 12 students simultaneously, repeated over"
12	12	103.txt	9 out of 12 participants also turned their
11	eleven	947.txt	Ten of the eleven participants would use the
11	eleven	159.txt	responses acquired from eleven users for AR. Experimental
11	eleven	1376.txt	experiment we monitored eleven test subjects and performed only
11	eleven	1334.txt	user study with eleven participants to evaluate the
11	eleven	1334.txt	also revealed that eleven participants had already changed
11	eleven	1334.txt	Participants  We recruited eleven participants (seven male average
11	eleven	1167.txt	managed to obtain eleven participants data. However not
11	eleven	1167.txt	In this study eleven participants used the think-aloud
11	eleven	1112.txt	found that all eleven participants feel ICT technologies
11	11	93.txt	out of the 11 participants were able to
11	11	75.txt	"as for that 11 participants (8 male, 3"
11	11	715.txt	day data for 11 participants was either not
11	11	682.txt	a total of 11 subjects for each of
11	11	605.txt	A group of 11 male participants (M = 22)
11	11	544.txt	and in Figure 11 for Subject 3.  84  http://www.i-joe.org
11	11	462.txt	load levels across 11 subjects for each brain
11	11	462.txt	is taught to 11 healthy subjects as a simple
11	11	462.txt	each lobe across 11 subjects in pre and
11	11	361.txt	parameters of the 11 volunteers (3 women and
11	11	357.txt	9 of the 11 participants described realisations in
11	11	351.txt	were recorded while 11 subjects received therapeutic hypothermia
11	11	345.txt	phase two and 11 participants were selected. All
11	11	29.txt	10 COPD and 11 asthma patients (10 male and
11	11	265.txt	physiological signals from 11 participants over many weeks.
11	11	241.txt	the data from 11 subjects (385 trials) were
11	11	236.txt	the data from 11 subjects was used for
11	11	228.txt	participants  Participants The 11 subjects who participated in
11	11	228.txt	memory performance of 11 healthy participants by increasing relative
11	11	228.txt	Inclusion of only 11 graduate students in the study
11	11	228.txt	8 out of 11 participants were able to
11	11	228.txt	6 out of 11 participants were able to
11	11	228.txt	6 out of 11 participants were able to
11	11	1410.txt	localization ability of 11 subjects by measuring their
11	11	1374.txt	multimodal data from 11 participants (4 females and
11	11	1356.txt	"2015  Overground exoskeleton  11 healthy subjects  Active movements  Walking,"
11	11	1215.txt	final sample included 11 participants for eyes-open and
11	11	1215.txt	9 out of 11 participants in the eyes-closed
11	11	12.txt	health subjects and 11 subjects with trans radial
11	11	1167.txt	"In this study 11 participants were recruited, from"
11	11	1050.txt	the data from 11 subjects (385 trials) were
10	ten	937.txt	Three groups of ten participants had to jointly
10	ten	910.txt	test experiment with ten volunteers and measure their
10	ten	863.txt	PSG data of ten subjects are collected. To
10	ten	861.txt	A total of ten healthy subjects who have no
10	ten	791.txt	the data from ten participants for identifying the
10	ten	791.txt	hardware and tested ten subjects responded that increasing
10	ten	791.txt	data analysed for ten participants showed that the
10	ten	791.txt	amplitude values from ten participants at 9 Hz
10	ten	791.txt	amplitude values from ten participants at 8 Hz
10	ten	791.txt	amplitude values from ten participants at 7 Hz
